Total Stock Market Index Fund Investor Shares (VTSMX) , , ,  
Holding details,2020-07-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"BFFWHH1","ELOX","Eloxx Pharmaceuticals Inc.",608308,$1697179.32,0.0001836751,"Pharmaceuticals","US",---
,"BYQRGG0","OCX","Oncocyte Corp.",1253024,$1691582.4,0.0001830693,"Biotechnology","US",---
,"BD9F675","RIOT","Riot Blockchain Inc.",638531,$1685721.84,0.0001824351,"Application Software","US",---
,"BP857L1","GWGH","GWG Holdings Inc.",247014,$1679695.2,0.0001817829,"Specialized Finance","US",---
,"BR3HZM3","TYME","Tyme Technologies Inc.",1410436,$1678418.84,0.0001816447,"Biotechnology","US",---
,"BZ4CHH2","SLNO","Soleno Therapeutics Inc.",974442,$1676040.24,0.0001813873,"Biotechnology","US",---
,"BZ6VT37","CLSD","Clearside Biomedical Inc.",1020491,$1673605.24,0.0001811238,"Pharmaceuticals","US",---
,"2367781","EPM","Evolution Petroleum Corp.",633497,$1659762.14,0.0001796256,"Oil & Gas Exploration & Production","US",---
,"BFYX311","PHAS","PhaseBio Pharmaceuticals Inc.",412403,$1649612,0.0001785271,"Biotechnology","US",---
,"BG0WPM4","VERO","Venus Concept Inc.",576485,$1648747.1,0.0001784335,"Health Care Equipment","US",---
,"BD6JFC8","AEYE","AudioEye Inc.",112178,$1647894.82,0.0001783413,"Application Software","US",---
,"B7GMCG8","FGBI","First Guaranty Bancshares Inc.",139318,$1642559.22,0.0001777639,"Regional Banks","US",---
,"BD8R2J6","CKPT","Checkpoint Therapeutics Inc.",724862,$1630939.5,0.0001765063,"Biotechnology","US",---
,"2491248","KTCC","Key Tronic Corp.",240560,$1628591.2,0.0001762522,"Electronic Manufacturing Services","US",---
,"BVB39D0","ICBK","County Bancorp Inc.",87659,$1626951.04,0.0001760747,"Regional Banks","US",---
,"2933353","EGY","VAALCO Energy Inc.",1411904,$1623689.6,0.0001757217,"Oil & Gas Exploration & Production","US",---
,"BYP80F1","CRVS","Corvus Pharmaceuticals Inc.",382848,$1623275.52,0.0001756769,"Biotechnology","US",---
,"2006329","ACU","Acme United Corp.",74339,$1610926.13,0.0001743404,"Office Services & Supplies","US",---
,"2412636","GIFI","Gulf Island Fabrication Inc.",540255,$1599154.8,0.0001730665,"Oil & Gas Equipment & Services","US",---
,"2669090","PTSI","PAM Transportation Services Inc.",56754,$1592517.24,0.0001723481,"Trucking","US",---
,"BKFVZS0","VEL","Velocity Financial Inc.",427600,$1586396,0.0001716857,"Thrifts & Mortgage Finance","US",---
,"2288257","SAL","Salisbury Bancorp Inc.",43118,$1569926.38,0.0001699033,"Regional Banks","US",---
,"BFYS4X5","EYPT","EyePoint Pharmaceuticals Inc.",2205834,$1566142.14,0.0001694937,"Pharmaceuticals","US",---
,"BFMLP44","ECOR","ElectroCore Inc.",700682,$1562520.86,0.0001691018,"Health Care Equipment","US",---
,"2480365","PNRG","PrimeEnergy Resources Corp.",21616,$1540140,0.0001666797,"Oil & Gas Exploration & Production","US",---
,"2662754","WYY","WidePoint Corp.",2161131,$1524461.81,0.0001649829,"IT Consulting & Other Services","US",---
,"2238940","MCHX","Marchex Inc. Class B",968568,$1510966.08,0.0001635224,"Advertising","US",---
,"BL25XY4","ADMS","Adamas Pharmaceuticals Inc.",607738,$1507190.24,0.0001631137,"Biotechnology","US",---
,"BYV2W40","ACRS","Aclaris Therapeutics Inc.",694097,$1492308.55,0.0001615032,"Pharmaceuticals","US",---
,"2214393","JCS","Communications Systems Inc.",305247,$1480447.95,0.0001602196,"Communications Equipment","US",---
,"B19HTB2","HALL","Hallmark Financial Services Inc.",520624,$1478572.16,0.0001600166,"Property & Casualty Insurance","US",---
,"2616397","ISSC","Innovative Solutions and Support Inc.",292030,$1474751.5,0.0001596031,"Aerospace & Defense","US",---
,"BFG3KF2",---,"Noble Corp. plc",7133017,$1462268.49,0.0001582521,"Oil & Gas Drilling","GB",---
,"2624691","NAII","Natural Alternatives International Inc.",213596,$1454588.76,0.000157421,"Personal Products","US",---
,"BYX38K9","NEXT","NextDecade Corp.",924458,$1432909.9,0.0001550748,"Oil & Gas Storage & Transportation","US",---
,"BYP4YB3","CFMS","Conformis Inc.",1903523,$1430116.83,0.0001547726,"Health Care Equipment","US",---
,"2431318","CVU","CPI Aerostructures Inc.",436504,$1427368.08,0.0001544751,"Aerospace & Defense","US",---
,"BGL0JK3","ETON","Eton Pharmaceuticals Inc.",213277,$1424690.36,0.0001541853,"Pharmaceuticals","US",---
,"BJ028Z9","GNCA","Genocea Biosciences Inc.",498354,$1420308.9,0.0001537111,"Biotechnology","US",---
,"2007526","AE","Adams Resources & Energy Inc.",67028,$1418982.76,0.0001535676,"Oil & Gas Refining & Marketing","US",---
,"2647773","OPOF","Old Point Financial Corp.",92255,$1417036.8,0.000153357,"Regional Banks","US",---
,"BKDV6G7","KRUS","Kura Sushi USA Inc. Class A",136273,$1415876.47,0.0001532314,"Restaurants","US",---
,"BJHDL45","NAVB","Navidea Biopharmaceuticals Inc.",295839,$1414110.42,0.0001530403,"Biotechnology","US",---
,"BN2XDP3","KLXE","KLX Energy Services Holdings Inc.",139111,$1391110,0.0001505511,"Oil & Gas Equipment & Services","US",---
,"BFMN421","BSVN","Bank7 Corp.",139478,$1382226.98,0.0001495897,"Regional Banks","US",---
,"2910099","USAK","USA Truck Inc.",139872,$1366549.44,0.0001478931,"Trucking","US",---
,"BDT5ZF6","BH.A","Biglari Holdings Inc.",4283,$1354327.43,0.0001465703,"Restaurants","US",---
,"BD3NJQ5","ENOB","Enochian Biosciences Inc.",351591,$1353625.35,0.0001464944,"Biotechnology","US",---
,"BDR7T18","SMHI","SEACOR Marine Holdings Inc.",549241,$1351132.86,0.0001462246,"Oil & Gas Equipment & Services","US",---
,"B019C32","FRAF","Franklin Financial Services Corp.",55928,$1348983.36,0.000145992,"Regional Banks","US",---
,"BD3DWJ9","MGEN","Miragen Therapeutics Inc.",1205649,$1338270.39,0.0001448326,"Biotechnology","US",---
,"B1TGYD6","REI","Ring Energy Inc.",1214955,$1336450.5,0.0001446356,"Oil & Gas Exploration & Production","US",---
,"BYX05K9","AQMS","Aqua Metals Inc.",1348801,$1335312.99,0.0001445125,"Environmental & Facilities Services","US",---
,"BYWY6Z4","SNGX","Soligenix Inc.",598911,$1329582.42,0.0001438923,"Biotechnology","US",---
,"BD2BZQ2","SELF","Global Self Storage Inc.",354937,$1327464.38,0.0001436631,"Specialized REITs","US",---
,"B4WCCG1","MG","Mistras Group Inc.",375778,$1326496.34,0.0001435584,"Research & Consulting Services","US",---
,"BF257T5","SYBX","Synlogic Inc.",586414,$1325295.64,0.0001434284,"Biotechnology","US",---
,"BMCC9R7","SCYX","SCYNEXIS Inc.",203694,$1319937.12,0.0001428485,"Pharmaceuticals","US",---
,"B1FCQS7","INFI","Infinity Pharmaceuticals Inc.",1491350,$1319844.75,0.0001428385,"Biotechnology","US",---
,"BGPF6R0","LOGC","LogicBio Therapeutics Inc.",167462,$1312902.08,0.0001420871,"Biotechnology","US",---
,"2223872","CPSS","Consumer Portfolio Services Inc.",399895,$1307656.65,0.0001415195,"Consumer Finance","US",---
,"BFFXYQ2","SLDB","Solid Biosciences Inc.",489748,$1288037.24,0.0001393962,"Biotechnology","US",---
,"2232737","RLH","Red Lion Hotels Corp.",544100,$1278635,0.0001383786,"Hotels, Resorts & Cruise Lines","US",---
,"2736109","RELL","Richardson Electronics Ltd./United States",294196,$1273868.68,0.0001378628,"Technology Distributors","US",---
,"2884291","TESS","TESSCO Technologies Inc.",206522,$1272175.52,0.0001376796,"Communications Equipment","US",---
,"BF0QTY9","CSSE","Chicken Soup For The Soul Entertainment Inc.",131647,$1271710.02,0.0001376292,"Movies & Entertainment","US",---
,"2238047","INUV","Inuvo Inc.",2177936,$1263202.88,0.0001367085,"Application Software","US",---
,"BJP5XB4","TROV","Cardiff Oncology Inc.",262695,$1260936,0.0001364632,"Biotechnology","US",---
,"BD1RJ47","ZOM","Zomedica Pharmaceuticals Corp.",7964345,$1259162.94,0.0001362713,"Pharmaceuticals","CA",---
,"BD1XH30","SD","SandRidge Energy Inc.",959542,$1247404.6,0.0001349988,"Oil & Gas Exploration & Production","US",---
,"2509646","LEE","Lee Enterprises Inc.",1439334,$1243872.44,0.0001346165,"Publishing","US",---
,"2031688","AP","Ampco-Pittsburgh Corp.",420452,$1231924.36,0.0001333234,"Steel","US",---
,"BLF7Z85","LYRA","Lyra Therapeutics Inc.",91720,$1229048,0.0001330121,"Pharmaceuticals","US",---
,"2096977","AEHR","Aehr Test Systems",599400,$1228770,0.000132982,"Semiconductor Equipment","US",---
,"BD365C2","SACH","Sachem Capital Corp.",369704,$1227417.28,0.0001328357,"Thrifts & Mortgage Finance","US",---
,"BFFXYN9","TORC","resTORbio Inc.",491365,$1223498.85,0.0001324116,"Pharmaceuticals","US",---
,"BJYJBB3","MWK","Mohawk Group Holdings Inc.",156574,$1221277.2,0.0001321711,"Household Appliances","US",---
,"B54K572","QADB","QAD Inc. Class B",43342,$1220510.72,0.0001320882,"Application Software","US",---
,"BFNQL28","IDRA","Idera Pharmaceuticals Inc.",613295,$1220457.05,0.0001320824,"Biotechnology","US",---
,"BH7QXJ9","ADMP","Adamis Pharmaceuticals Corp.",1029133,$1214376.94,0.0001314244,"Pharmaceuticals","US",---
,"BJMYWL7","TH","Target Hospitality Corp.",841041,$1202688.63,0.0001301594,"Hotels, Resorts & Cruise Lines","US",---
,"2906850","ASRV","AmeriServ Financial Inc.",418188,$1200199.56,0.00012989,"Regional Banks","US",---
,"BYMZ282","SPRT","Support.com Inc.",713671,$1191830.57,0.0001289843,"Application Software","US",---
,"BKX9VX3","FFBW","FFBW Inc.",139998,$1189983,0.0001287844,"Thrifts & Mortgage Finance","US",---
,"BF7NLD6","ANIX","Anixa Biosciences Inc.",424878,$1181160.84,0.0001278296,"Biotechnology","US",---
,"B1GHPH3","EMAN","eMagin Corp.",1080578,$1177830.02,0.0001274691,"Semiconductors","US",---
,"BF191W9","ESTE","Earthstone Energy Inc. Class A",441335,$1160711.05,0.0001256165,"Oil & Gas Exploration & Production","US",---
,"2476375","IRIX","IRIDEX Corp.",563826,$1138928.52,0.0001232591,"Health Care Equipment","US",---
,"2492917","CBAN","Colony Bankcorp Inc.",105757,$1128427.19,0.0001221226,"Regional Banks","US",---
,"2775317","SNFCA","Security National Financial Corp. Class A",183004,$1125474.6,0.000121803,"Thrifts & Mortgage Finance","US",---
,"2750024","REV","Revlon Inc. Class A",177613,$1122514.16,0.0001214826,"Personal Products","US",---
,"BD0PZP5","CIDM","Cinedigm Corp. Class A",786863,$1117345.46,0.0001209233,"Movies & Entertainment","US",---
,"2357566","FLL","Full House Resorts Inc.",803159,$1116391.01,0.00012082,"Casinos & Gaming","US",---
,"BFN2QS7","SBT","Sterling Bancorp Inc./MI",364046,$1110340.3,0.0001201651,"Thrifts & Mortgage Finance","US",---
,"BZ6T674","PTE","PolarityTE Inc.",697780,$1102492.4,0.0001193158,"Biotechnology","US",---
,"2727813","RFIL","RF Industries Ltd.",245831,$1098864.57,0.0001189232,"Electronic Manufacturing Services","US",---
,"BF43JD5","CLSN","Celsion Corp.",996738,$1096411.8,0.0001186577,"Biotechnology","US",---
,"BDF0CY3","HPR","HighPoint Resources Corp.",3029949,$1095023.57,0.0001185075,"Oil & Gas Exploration & Production","US",---
,"B171W40","HWCC","Houston Wire & Cable Co.",433061,$1086983.11,0.0001176373,"Trading Companies & Distributors","US",---
,"BGPYWG8","EPSN","Epsilon Energy Ltd.",353256,$1084495.92,0.0001173682,"Oil & Gas Exploration & Production","CA",---
,"BFMMJ12","UMRX","Unum Therapeutics Inc.",400874,$1078351.06,0.0001167031,"Biotechnology","US",---
,"2031923","UNB","Union Bankshares Inc./Morrisville VT",59239,$1075780.24,0.0001164249,"Regional Banks","US",---
,"B02NVQ9","KINS","Kingstone Cos. Inc.",198941,$1074281.4,0.0001162627,"Property & Casualty Insurance","US",---
,"BP84RX0","TSQ","Townsquare Media Inc. Class A",239377,$1062833.88,0.0001150238,"Broadcasting","US",---
,"BD9PS13","AQB","AquaBounty Technologies Inc.",347989,$1061366.45,0.000114865,"Biotechnology","US",---
,"BDTYXN7","CODA","Coda Octopus Group Inc.",183468,$1058610.36,0.0001145667,"Electronic Equipment & Instruments","US",---
,"2962443","SVBI","Severn Bancorp Inc.",175693,$1057671.86,0.0001144652,"Thrifts & Mortgage Finance","US",---
,"2965033","HNNA","Hennessy Advisors Inc.",134891,$1057545.44,0.0001144515,"Asset Management & Custody Banks","US",---
,"2418429","LOAN","Manhattan Bridge Capital Inc.",250902,$1041243.3,0.0001126872,"Mortgage REITs","US",---
,"BYV6M64","VTVT","vTv Therapeutics Inc. Class A",436555,$1025904.25,0.0001110272,"Biotechnology","US",---
,"2620042","LARK","Landmark Bancorp Inc./Manhattan KS",49715,$1024129,0.000110835,"Regional Banks","US",---
,"BFWK6N7","OGEN","Oragenics Inc.",844227,$1021514.67,0.0001105521,"Biotechnology","US",---
,"2415992","NICK","Nicholas Financial Inc.",124481,$1015764.96,0.0001099298,"Consumer Finance","CA",---
,"B4K4F48","FET","Forum Energy Technologies Inc.",2020961,$1011693.08,0.0001094892,"Oil & Gas Equipment & Services","US",---
,"B0H9B51","ISR","IsoRay Inc.",1581901,$1006405.42,0.0001089169,"Biotechnology","US",---
,"B42WWK5","SANW","S&W Seed Co.",431256,$1004826.48,0.000108746,"Agricultural Products","US",---
,"BZHJVR8","ARPO","Aerpio Pharmaceuticals Inc.",802614,$1003267.5,0.0001085773,"Pharmaceuticals","US",---
,"BHTGB71","NSCO","Nesco Holdings Inc.",298528,$1003054.08,0.0001085542,"Trading Companies & Distributors","US",---
,"B83R9K6","NTWK","NetSol Technologies Inc.",324689,$996795.23,0.0001078769,"Application Software","US",---
,"BMQ6B24","AHT","Ashford Hospitality Trust Inc.",253764,$994754.88,0.0001076561,"Hotel & Resort REITs","US",---
,"B5MZMG7","IROQ","IF Bancorp Inc.",61247,$987301.64,0.0001068494,"Thrifts & Mortgage Finance","US",---
,"B6XSGQ0","ARC","ARC Document Solutions Inc.",997830,$978372.32,0.0001058831,"Office Services & Supplies","US",---
,"2019736","INTT","inTEST Corp.",208654,$974414.18,0.0001054547,"Semiconductor Equipment","US",---
,"2160689","CSPI","CSP Inc.",129730,$965191.2,0.0001044566,"IT Consulting & Other Services","US",---
,"BDGGJ94","CRIS","Curis Inc.",822614,$962458.38,0.0001041608,"Biotechnology","US",---
,"2003030","AXAS","Abraxas Petroleum Corp.",4761451,$961813.1,0.000104091,"Oil & Gas Exploration & Production","US",---
,"BCHX834","LPCN","Lipocine Inc.",618404,$952342.16,0.000103066,"Pharmaceuticals","US",---
,"BF24BH8","MACK","Merrimack Pharmaceuticals Inc.",285294,$947176.08,0.0001025069,"Biotechnology","US",---
,"BK598S5","AMPY","Amplify Energy Corp.",772672,$942659.84,0.0001020181,"Oil & Gas Exploration & Production","US",---
,"BGDFSM1","TZOO","Travelzoo",153651,$941880.63,0.0001019338,"Interactive Media & Services","US",---
,"2926751","VALU","Value Line Inc.",37971,$935985.15,0.0001012958,"Financial Exchanges & Data","US",---
,"BDVKHM0","UONEK","Urban One Inc.",614875,$934610,0.0001011469,"Broadcasting","US",---
,"2730532","HDSN","Hudson Technologies Inc.",872556,$933634.92,0.0001010414,"Environmental & Facilities Services","US",---
,"BK72V50","IMBI","iMedia Brands Inc.",229675,$932480.5,0.0001009165,"Internet & Direct Marketing Retail","US",---
,"2490728","KEQU","Kewaunee Scientific Corp.",97556,$928733.12,0.0001005109,"Health Care Equipment","US",---
,"BK72JG7","BXRX","Baudax Bio Inc.",263817,$928635.84,0.0001005004,"Pharmaceuticals","US",---
,"BF5DYS4","COCP","Cocrystal Pharma Inc.",543630,$918734.7,0.0000994289,"Pharmaceuticals","US",---
,"B23WLP8","CPIX","Cumberland Pharmaceuticals Inc.",275632,$917854.56,0.0000993336,"Pharmaceuticals","US",---
,"BKV29H4","BSBK","Bogota Financial Corp.",116190,$916739.1,0.0000992129,"Thrifts & Mortgage Finance","US",---
,"B8G2W65","SOHO","Sotherly Hotels Inc.",425491,$910550.74,0.0000985432,"Hotel & Resort REITs","US",---
,"2007708","BKSC","Bank of South Carolina Corp.",53768,$907066.16,0.0000981661,"Regional Banks","US",---
,"B6YRFT2","RNWK","RealNetworks Inc.",585135,$906959.25,0.0000981545,"Application Software","US",---
,"B1LJ7G7","REED","Reed's Inc.",681674,$906626.42,0.0000981185,"Soft Drinks","US",---
,"B8GPQW8","SFBC","Sound Financial Bancorp Inc.",32178,$905810.7,0.0000980302,"Regional Banks","US",---
,"2917722","UG","United-Guardian Inc.",62626,$903066.92,0.0000977332,"Personal Products","US",---
,"B034L50","BBW","Build-A-Bear Workshop Inc.",380602,$898220.72,0.0000972088,"Specialty Stores","US",---
,"BDFZDN4","RNDB","Randolph Bancorp Inc.",83553,$896523.69,0.0000970251,"Thrifts & Mortgage Finance","US",---
,"2528027","HBP","Huttig Building Products Inc.",400145,$896324.8,0.0000970036,"Trading Companies & Distributors","US",---
,"BF42BH0","CLXT","Calyxt Inc.",200296,$883305.36,0.0000955946,"Biotechnology","US",---
,"B0R0PY1","AIRI","Air Industries Group",747231,$881732.58,0.0000954244,"Aerospace & Defense","US",---
,"BK26FG6","APDN","Applied DNA Sciences Inc.",88084,$880840,0.0000953278,"Electronic Equipment & Instruments","US",---
,"BJ5G049","KERN","Akerna Corp.",134888,$880818.64,0.0000953254,"Research & Consulting Services","US",---
,"BFZ4V20","MBOT","Microbot Medical Inc.",129911,$871702.81,0.0000943389,"Health Care Equipment","US",---
,"BDDW3W6","SNSS","Sunesis Pharmaceuticals Inc.",2860014,$869444.26,0.0000940945,"Biotechnology","US",---
,"BDC82D9","IO","ION Geophysical Corp.",314750,$865562.5,0.0000936744,"Oil & Gas Equipment & Services","US",---
,"BD21197","SRTS","Sensus Healthcare Inc.",297376,$865364.16,0.0000936529,"Health Care Equipment","US",---
,"2226741","INOD","Innodata Inc.",649340,$863622.2,0.0000934644,"Data Processing & Outsourced Services","US",---
,"2925844","ACOR","Acorda Therapeutics Inc.",1366942,$859533.13,0.0000930218,"Biotechnology","US",---
,"BVG76G9","DWSN","Dawson Geophysical Co.",476758,$858164.4,0.0000928737,"Oil & Gas Equipment & Services","US",---
,"2394080","GEF.B","Greif Inc. Class B",21694,$852357.26,0.0000922452,"Metal & Glass Containers","US",---
,"BK5MWR1","CABA","Cabaletta Bio Inc.",74221,$848346.03,0.0000918111,"Biotechnology","US",---
,"2123013","BRID","Bridgford Foods Corp.",52027,$837634.7,0.0000906519,"Packaged Foods & Meats","US",---
,"B3WSNV4","RNET","RigNet Inc.",338521,$832761.66,0.0000901245,"Oil & Gas Equipment & Services","US",---
,"BFZNZG9","HYRE","HyreCar Inc.",238994,$831699.12,0.0000900095,"Trucking","US",---
,"BKBNQC1","TRXC","TransEnterix Inc.",1701331,$830930.06,0.0000899263,"Health Care Equipment","US",---
,"2960920","KIRK","Kirkland's Inc.",153618,$826464.84,0.0000894431,"Homefurnishing Retail","US",---
,"BJCWJK9","QUIK","QuickLogic Corp.",205949,$821736.51,0.0000889314,"Semiconductors","US",---
,"2167475","CBL","CBL & Associates Properties Inc.",4481209,$819165.01,0.0000886531,"Retail REITs","US",---
,"BD37KF3","NOVN","Novan Inc.",1219168,$811478.22,0.0000878212,"Pharmaceuticals","US",---
,"BDT5ZH8","BH","Biglari Holdings Inc. Class B",12371,$803249.03,0.0000869306,"Restaurants","US",---
,"2442105","UBP","Urstadt Biddle Properties Inc.",94274,$802271.74,0.0000868248,"Retail REITs","US",---
,"2893974","TACT","TransAct Technologies Inc.",227236,$797598.36,0.000086319,"Technology Hardware, Storage & Periphera","US",---
,"BGCM2Z4","RIVE","Riverview Financial Corp.",120668,$796408.8,0.0000861903,"Regional Banks","US",---
,"BGNKTF6","CBMB","CBM Bancorp Inc.",66233,$795458.33,0.0000860874,"Thrifts & Mortgage Finance","US",---
,"BKV2L01","HQI","HireQuest Inc.",132618,$790403.28,0.0000855404,"Human Resource & Employment Services","US",---
,"2539728","LGL","LGL Group Inc.",89401,$780470.73,0.0000844654,"Electronic Components","US",---
,"BL9XBL4","ALVR","Allovir Inc.",31261,$778398.9,0.0000842412,---,"US",---
,"2416382","PHX","Panhandle Oil and Gas Inc. Class A",352515,$775533,0.000083931,"Oil & Gas Exploration & Production","US",---
,"BFXH9H2","STIM","Neuronetics Inc.",290135,$774660.45,0.0000838366,"Health Care Equipment","US",---
,"BDH6M05","CELC","Celcuity Inc.",146048,$774054.4,0.000083771,"Biotechnology","US",---
,"BYWQ003","VCNX","Vaccinex Inc.",121573,$769557.09,0.0000832843,"Biotechnology","US",---
,"BKT71Q4","BLCM","Bellicum Pharmaceuticals Inc.",114113,$765698.23,0.0000828667,"Biotechnology","US",---
,"BYNJFS4","AVCO","Avalon GloboCare Corp.",470565,$762315.3,0.0000825006,"Health Care Services","US",---
,"2974761","PMD","Psychemedics Corp.",165302,$762042.22,0.000082471,"Health Care Services","US",---
